Note: [none]
Total # of Iterations:	50000	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
100.3843	3	-194.6722	-194.7686	1.017812	0.395379	
Model:	mt3
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.9997264	0	1	3.412962	0	1	1	
OTmed	5.050957	5	6.246881	9.908125	5	20	15	
b	0.4327818	0.01	0.592395	0.7355222	0.01	5	4.99	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	


Annealing regime:
Initial temp	Rt	ns	nt
0.04204381	11.67049	0.1537197	
0.1004605	12.4234	0.1150256	
0.0970911	10.83334	0.211276	
0.06027039	11.95002	0.1380756	
0.1406959	12.1936	0.1257053	
0.1143764	12.11509	0.1295704	
0.07969127	11.77294	0.1477984	
0.0690587	11.61888	0.1567887	
0.09859162	11.17159	0.1859336	
0.06142529	11.03588	0.1957402	
0.01988913	11.13217	0.1887335	
0.0460038	11.23782	0.1813165	
0.03301357	10.76736	0.2165788	
0.02011435	10.55713	0.2343007	
0.09045893	11.71132	0.151333	
0.1403275	10.87116	0.2082911	
0.1341438	11.06629	0.1935014	
0.02887239	11.36616	0.1726754	
0.04479617	10.40011	0.2483867	
0.02434118	11.3142	0.1761263	
0.05118988	11.72756	0.1503935	
0.02165737	11.268	0.1792486	
0.06356096	12.07103	0.1317896	
0.3170893	11.36243	0.1729214	
0.2377955	11.21471	0.1829148	
0.3464311	10.70226	0.2219308	
0.2816574	10.55819	0.234208	
0.09565752	10.65748	0.2256825	
0.1990407	10.74932	0.2180501	
0.1211196	10.27977	0.2596943	
0.1466144	10.04482	0.2830984	
0.2626483	11.26267	0.1796123	
0.3644781	10.39393	0.2489565	
0.283016	10.56176	0.2338959	
0.1164069	10.91	0.2052659	
0.2163242	9.910485	0.2972964	
0.1126222	10.81058	0.2130916	
0.2184333	11.25379	0.1802193	
0.1012387	10.75417	0.2176537	
0.1816787	11.60485	0.1576325	
0.1813105	9.91548	0.2967577	
0.1076421	11.08597	0.1920653	
0.2435312	11.4141	0.1695486	
0.1752625	11.99493	0.1357096	
0.121445	11.90282	0.1406053	
0.1414086	11.21308	0.1830282	
0.1390418	10.82874	0.2116423	
0.08112583	10.92854	0.2038366	
0.08830946	11.12806	0.1890277	
0.07755052	10.84717	0.2101804	
0.1060988	10.35224	0.2528303	
0.1035995	11.56453	0.1600832	
0.1193004	10.65089	0.2262389	
0.147881	10.90389	0.205739	
0.09275033	11.18644	0.1848885	
0.1607469	10.31331	0.2564974	
0.1034699	11.10675	0.1905597	
0.1036026	11.68766	0.1527121	
0.07726855	11.13128	0.1887974	
0.09549652	11.82421	0.1449175	
0.0982538	10.1593	0.2714715	

Likelihood History
Iteration	Temperature	Likelihood
0	5	87.18818	
0.3333333	5	100.0342	
2.666667	5	100.0354	
9	5	100.0767	
49.66667	5	100.3419	
101.3333	5	100.3432	
157	5	100.3763	
1000	5	100.3763	
2000	4.875	100.3763	
2728.667	4.875	100.3799	
2729.333	4.875	100.38	
2825.333	4.875	100.3813	
2826	4.875	100.3843	
2826.333	4.875	100.3843	
3000	4.875	100.3843	
4000	4.753125	100.3843	
5000	4.753125	100.3843	
6000	4.634297	100.3843	
7000	4.634297	100.3843	
8000	4.518439	100.3843	
9000	4.518439	100.3843	
10000	4.405478	100.3843	
11000	4.405478	100.3843	
12000	4.295342	100.3843	
13000	4.295342	100.3843	
14000	4.187958	100.3843	
15000	4.187958	100.3843	
16000	4.083259	100.3843	
17000	4.083259	100.3843	
18000	3.981178	100.3843	
19000	3.981178	100.3843	
20000	3.881648	100.3843	
21000	3.881648	100.3843	
22000	3.784607	100.3843	
23000	3.784607	100.3843	
24000	3.689992	100.3843	
25000	3.689992	100.3843	
26000	3.597742	100.3843	
27000	3.597742	100.3843	
28000	3.507798	100.3843	
29000	3.507798	100.3843	
30000	3.420103	100.3843	
31000	3.420103	100.3843	
32000	3.334601	100.3843	
33000	3.334601	100.3843	
34000	3.251236	100.3843	
35000	3.251236	100.3843	
36000	3.169955	100.3843	
37000	3.169955	100.3843	
38000	3.090706	100.3843	
39000	3.090706	100.3843	
40000	3.013438	100.3843	
41000	3.013438	100.3843	
42000	2.938102	100.3843	
43000	2.938102	100.3843	
44000	2.86465	100.3843	
45000	2.86465	100.3843	
46000	2.793034	100.3843	
47000	2.793034	100.3843	
48000	2.723208	100.3843	
49000	2.723208	100.3843	
50000	2.655128	100.3843	
