Note: [none]
Total # of Iterations:	50000	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
187.0872	4	-366.0131	-366.1744	0.716872	-0.08816491	
Model:	mt1
PDF:	User-defined function
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.3295023	0.2998471	0.3596172	0.05884153	0	1	0.08055333	
OTmed	8.121205	7.552721	8.758781	1.588118	5	20	1.47445	
b	4.999948	4.600752	5	0.8095796	0.01	5	4.99	
scale	0.25	0.25	0.255	NaN	0.25	10	2.6624	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	OTmed	b	scale
MR	0.003462325	-0.08840364	0.02548841	-0.00012785	
OTmed	-0.08840364	2.52212	-1.026652	-0.01340483	
b	0.02548841	-1.026652	0.6554192	0.003521351	
scale	-0.00012785	-0.01340483	0.003521351	-0.001189884	

Source data
rat	tmed	predicted	
0.478777	10.55143	0.2927915	
0.2128957	10.89882	0.2823867	
0.4040281	9.824873	0.310919	
0.197504	10.75392	0.2868492	
0.2710632	11.31034	0.2688537	
0.1525367	10.71864	0.2879097	
0.1960562	11.61003	0.2583049	
0.3262517	10.01994	0.3065798	
0.138568	11.08017	0.2765718	
0.2202332	11.42356	0.2649306	
0.1085746	12.07944	0.2408619	
0.1229677	11.90305	0.2475297	
0.1445175	11.48727	0.2626891	
0.127417	11.36707	0.2668979	
0.04128587	11.44162	0.2642975	
0.09253699	11.5831	0.2592737	
0.09946053	11.09165	0.2761954	
0.0596355	10.91769	0.2817932	
0.1932361	12.02929	0.24277	
0.2550653	11.21354	0.2721432	
0.237985	11.43551	0.264512	
0.07283805	11.72606	0.2540873	
0.1092085	10.77581	0.2861858	
0.06899374	11.70423	0.2548859	
0.09069465	12.07968	0.2408528	
0.04204381	11.67049	0.2561156	
0.1004605	12.4234	0.2275562	
0.0970911	10.83334	0.284424	
0.06027039	11.95002	0.2457662	
0.1406959	12.1936	0.2364858	
0.1143764	12.11509	0.2395003	
0.07969127	11.77294	0.2523646	
0.0690587	11.61888	0.2579857	
0.09859162	11.17159	0.2735496	
0.06142529	11.03588	0.2780145	
0.01988913	11.13217	0.2748599	
0.0460038	11.23782	0.271324	
0.03301357	10.76736	0.2864423	
0.02011435	10.55713	0.2926292	
0.09045893	11.71132	0.2546268	
0.1403275	10.87116	0.2832514	
0.1341438	11.06629	0.2770253	
0.02887239	11.36616	0.2669293	
0.04479617	10.40011	0.2969943	
0.02434118	11.3142	0.2687214	
0.05118988	11.72756	0.2540323	
0.02165737	11.268	0.2703001	
0.06356096	12.07103	0.2411826	
0.3170893	11.36243	0.2670587	
0.2377955	11.21471	0.2721037	
0.3464311	10.70226	0.2883986	
0.2816574	10.55819	0.292599	
0.09565752	10.65748	0.2897235	
0.1990407	10.74932	0.2869881	
0.1211196	10.27977	0.3001834	
0.1466144	10.04482	0.3059971	
0.2626483	11.26267	0.2704814	
0.3644781	10.39393	0.2971614	
0.283016	10.56176	0.2924969	
0.1164069	10.91	0.2820353	
0.2163242	9.910485	0.3090649	
0.1126222	10.81058	0.2851243	
0.2184333	11.25379	0.2707829	
0.1012387	10.75417	0.2868416	
0.1816787	11.60485	0.2584913	
0.1813105	9.91548	0.3089543	
0.1076421	11.08597	0.2763816	
0.2435312	11.4141	0.2652612	
0.1752625	11.99493	0.2440717	
0.121445	11.90282	0.2475383	
0.1414086	11.21308	0.2721587	
0.1390418	10.82874	0.2845661	
0.08112583	10.92854	0.2814507	
0.08830946	11.12806	0.2749959	
0.07755052	10.84717	0.2839967	
0.1060988	10.35224	0.2982793	
0.1035995	11.56453	0.2599395	
0.1193004	10.65089	0.2899168	
0.147881	10.90389	0.2822273	
0.09275033	11.18644	0.273053	
0.1607469	10.31331	0.2993085	
0.1034699	11.10675	0.2756989	
0.1036026	11.68766	0.2554908	
0.07726855	11.13128	0.2748894	
0.09549652	11.82421	0.2504684	
0.0982538	10.1593	0.303234	

Likelihood History
Iteration	Temperature	Likelihood
0	5	-46.42086	
0.5	5	4.783318	
0.75	5	47.714	
1.75	5	53.07228	
2.5	5	64.49767	
3	5	87.17105	
3.75	5	88.5289	
5	5	97.97803	
6.25	5	100.3045	
9	5	135.6029	
9.5	5	161.4979	
10	5	162.8223	
11	5	163.0829	
11.5	5	164.4171	
12	5	164.4272	
13.75	5	165.1966	
14	5	165.6304	
14.25	5	165.9626	
15.75	5	168.1943	
16	5	168.2168	
16.25	5	168.5758	
17.75	5	171.9984	
18.25	5	177.7381	
18.5	5	177.7407	
18.75	5	177.9433	
19.5	5	177.9815	
20	5	177.9827	
20.25	5	179.1385	
20.75	5	180.9618	
23.75	5	181.5036	
24.5	5	181.5036	
24.75	5	181.603	
25	5	181.6031	
26.5	5	181.6031	
42.75	5	181.7871	
43	5	181.7871	
43.75	5	181.8568	
44	5	181.8568	
47.5	5	182.9286	
86.25	5	183.9655	
216.75	5	184.2649	
492.25	5	185.6955	
802.25	5	186.5895	
802.75	5	186.5895	
819.75	5	186.8922	
822.5	5	186.9289	
829.75	5	187.0579	
926.5	5	187.0808	
926.75	5	187.0808	
927.75	5	187.0808	
928.75	5	187.0808	
1000	5	187.0808	
1327.25	5	187.0834	
2000	4.875	187.0834	
3000	4.875	187.0834	
4000	4.753125	187.0834	
4109.25	4.753125	187.0842	
5000	4.753125	187.0842	
6000	4.634297	187.0842	
7000	4.634297	187.0842	
7823.5	4.634297	187.0847	
7823.75	4.634297	187.0847	
8000	4.518439	187.0847	
9000	4.518439	187.0847	
10000	4.405478	187.0847	
10291.5	4.405478	187.086	
10291.75	4.405478	187.0872	
11000	4.405478	187.0872	
12000	4.295342	187.0872	
13000	4.295342	187.0872	
14000	4.187958	187.0872	
15000	4.187958	187.0872	
16000	4.083259	187.0872	
17000	4.083259	187.0872	
18000	3.981178	187.0872	
19000	3.981178	187.0872	
20000	3.881648	187.0872	
21000	3.881648	187.0872	
22000	3.784607	187.0872	
23000	3.784607	187.0872	
24000	3.689992	187.0872	
25000	3.689992	187.0872	
26000	3.597742	187.0872	
27000	3.597742	187.0872	
28000	3.507798	187.0872	
29000	3.507798	187.0872	
30000	3.420103	187.0872	
31000	3.420103	187.0872	
32000	3.334601	187.0872	
33000	3.334601	187.0872	
34000	3.251236	187.0872	
35000	3.251236	187.0872	
36000	3.169955	187.0872	
37000	3.169955	187.0872	
38000	3.090706	187.0872	
39000	3.090706	187.0872	
40000	3.013438	187.0872	
41000	3.013438	187.0872	
42000	2.938102	187.0872	
43000	2.938102	187.0872	
44000	2.86465	187.0872	
45000	2.86465	187.0872	
46000	2.793034	187.0872	
47000	2.793034	187.0872	
48000	2.723208	187.0872	
49000	2.723208	187.0872	
50000	2.655128	187.0872	
