Note: [none]
Total # of Iterations:	50000	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
100.4421	5	-190.6413	-190.8843	1.025201	0.4578123	
Model:	mt4
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.524418	0	1	1.326754	0	1	1	
a	0.1949012	-0.1761925	0.5	0.4420188	-0.5	0.5	1	
b	1	1.5	1	NaN	1.5	1	-8.563083e+265	
c	-1.580641	-2	-0.03296189	NaN	-2	2	4	
d	9.697722	0	11.55213	NaN	0	20	20	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	a	b	c	d
MR	1.760276	-0.6056788	-2.705496	1.096148	-1.33203	
a	-0.6056788	0.1953806	2.012048	2.004309	-1.509915	
b	-2.705496	2.012048	-6.212536	-31.45579	18.85055	
c	1.096148	2.004309	-31.45579	-67.80613	45.11447	
d	-1.33203	-1.509915	18.85055	45.11447	-22.87917	

Source data
rat	tmed	predicted	
0.04389473	12.90525	0.1054839	
0.1161283	12.39118	0.1095314	
0.04617053	13.19346	0.1042906	
0.07283431	13.34513	0.1038484	
0.03174495	13.01616	0.1049602	
0.08635824	13.70839	0.1031338	
0.08286346	12.15359	0.112801	
0.07499991	13.21725	0.1042141	
0.07621066	13.56741	0.103364	
0.04650233	13.33447	0.1038762	
0.07267583	14.66723	0.102413	
0.1684874	14.31136	0.1025664	
0.1775987	14.03289	0.1027634	
0.1766173	13.75783	0.1030645	
0.2561497	13.44531	0.1036091	
0.08581704	13.29281	0.1039892	
0.08165883	13.85621	0.1029415	
0.1181447	13.40368	0.103704	
0.1629166	13.29086	0.1039947	
0.1210237	14.15875	0.1026636	
0.1912346	13.24589	0.1041257	
0.1455412	13.70181	0.1031435	
0.02651434	13.9476	0.1028432	
0.05568562	13.13108	0.1045053	
0.03503488	14.17628	0.1026512	
0.05777684	14.40997	0.1025149	
0.02008387	14.03355	0.1027628	
0.07143941	14.3783	0.1025306	
0.06278213	13.19144	0.1042972	
0.1573845	13.22271	0.1041969	
0.09247242	13.00417	0.1050125	
0.1796374	12.71884	0.1065964	
0.1271469	12.64827	0.1071093	
0.04003083	12.66909	0.1069521	
0.1220973	12.90435	0.1054885	
0.05457975	12.35925	0.1099048	
0.09209923	12.24473	0.111405	
0.08777828	13.21941	0.1042073	
0.147539	12.50525	0.1083375	
0.1625557	12.83743	0.1058518	
0.04442081	13.05593	0.1047934	
0.1986661	12.1365	0.113085	
0.08226787	13.12328	0.1045337	
0.07064392	13.41941	0.1036674	
0.03355328	13.12578	0.1045245	
0.07154471	13.75114	0.1030735	
0.09808652	12.33429	0.1102098	
0.04748416	13.37264	0.1037789	
0.1259869	13.44884	0.1036013	
0.05763474	13.45395	0.1035901	
0.1068164	12.74955	0.1063902	
0.1348452	12.55089	0.1079157	
0.149858	12.19674	0.112116	
0.1437259	12.10822	0.1135714	
0.04349623	12.14503	0.1129424	
0.09018941	12.34522	0.1100748	
0.07338176	11.82288	0.1198291	
0.04840161	11.73981	0.1222072	
0.1039761	12.75106	0.1063804	
0.1173053	11.96879	0.1162977	
0.1305473	12.25463	0.1112647	
0.03379989	12.49898	0.1083978	
0.1174534	11.61853	0.126239	
0.05003962	12.56447	0.1077958	
0.09789741	12.8414	0.1058292	
0.03536019	12.54195	0.107996	
0.04882452	13.19164	0.1042966	
0.07868437	11.68466	0.1239532	
0.04198474	12.74521	0.1064188	
0.09480179	12.92051	0.1054063	
0.07480113	12.89171	0.1055543	
0.26936	12.25136	0.1113108	
0.189034	12.06719	0.1143152	
0.3093132	11.65683	0.1248886	
0.2482097	11.55707	0.1285674	
0.04001177	11.61297	0.1264413	
0.1178683	11.78407	0.120904	
0.0556492	11.27962	0.1419757	
0.1127203	11.05442	0.1571957	
0.1548122	12.19787	0.1120986	
0.2486419	11.4048	0.1352873	
0.3110653	11.72189	0.122759	
0.0837598	11.98467	0.1159576	
0.228604	11.00224	0.1613894	
0.1205257	11.95345	0.1166339	
0.1291197	12.41273	0.1092895	
0.06625869	11.93446	0.1170609	
0.09849051	12.7014	0.106718	
0.5828131	11.36156	0.1374701	
0.3738774	11.2134	0.1459975	
0.5811849	10.68792	0.1928865	
0.5059657	10.54402	0.2112305	
0.07626182	10.63039	0.1999109	
0.2310098	10.73044	0.1879567	
0.1078383	10.28368	0.2509864	
0.1626592	9.905245	0.3217953	
0.29091	11.18799	0.1476364	
0.4185128	10.32817	0.2436075	
0.478777	10.55143	0.2102228	
0.2128957	10.89882	0.1705301	
0.4040281	9.824873	0.3381575	
0.197504	10.75392	0.1853274	
0.2710632	11.31034	0.1402278	
0.1525367	10.71864	0.1893023	
0.1960562	11.61003	0.1265491	
0.3262517	10.01994	0.2990529	
0.138568	11.08017	0.1552241	
0.2202332	11.42356	0.1343803	
0.1085746	12.07944	0.1140882	
0.1229677	11.90305	0.1177945	
0.1445175	11.48727	0.1314705	
0.127417	11.36707	0.1371846	
0.04128587	11.44162	0.1335289	
0.09253699	11.5831	0.1275564	
0.09946053	11.09165	0.1543653	
0.0596355	10.91769	0.1687769	
0.1932361	12.02929	0.1150442	
0.2550653	11.21354	0.1459885	
0.237985	11.43551	0.1338147	
0.07283805	11.72606	0.1226293	
0.1092085	10.77581	0.1829353	
0.06899374	11.70423	0.1233173	
0.09069465	12.07968	0.1140838	
0.04204381	11.67049	0.1244245	
0.1004605	12.4234	0.1091726	
0.0970911	10.83334	0.1769179	
0.06027039	11.95002	0.1167101	
0.1406959	12.1936	0.1121643	
0.1143764	12.11509	0.1134514	
0.07969127	11.77294	0.121224	
0.0690587	11.61888	0.1262266	
0.09859162	11.17159	0.148724	
0.06142529	11.03588	0.1586546	
0.01988913	11.13217	0.1514336	
0.0460038	11.23782	0.1444732	
0.03301357	10.76736	0.1838517	
0.02011435	10.55713	0.2094525	
0.09045893	11.71132	0.1230915	
0.1403275	10.87116	0.1731697	
0.1341438	11.06629	0.1562786	
0.02887239	11.36616	0.1372313	
0.04479617	10.40011	0.2321757	
0.02434118	11.3142	0.1400134	
0.05118988	11.72756	0.1225828	
0.02165737	11.268	0.1426562	
0.06356096	12.07103	0.1142436	
0.3170893	11.36243	0.1374249	
0.2377955	11.21471	0.1459142	
0.3464311	10.70226	0.191199	
0.2816574	10.55819	0.2093094	
0.09565752	10.65748	0.1965522	
0.1990407	10.74932	0.1858371	
0.1211196	10.27977	0.2516464	
0.1466144	10.04482	0.2942411	
0.2626483	11.26267	0.1429719	
0.3644781	10.39393	0.2331331	
0.283016	10.56176	0.2088285	
0.1164069	10.91	0.1694862	
0.2163242	9.910485	0.3207388	
0.1126222	10.81058	0.1792527	
0.2184333	11.25379	0.1435025	
0.1012387	10.75417	0.1852996	
0.1816787	11.60485	0.1267397	
0.1813105	9.91548	0.3197331	
0.1076421	11.08597	0.1547884	
0.2435312	11.4141	0.1348345	
0.1752625	11.99493	0.1157421	
0.121445	11.90282	0.1177999	
0.1414086	11.21308	0.1460177	
0.1390418	10.82874	0.1773856	
0.08112583	10.92854	0.1677865	
0.08830946	11.12806	0.1517241	
0.07755052	10.84717	0.1755291	
0.1060988	10.35224	0.2397122	
0.1035995	11.56453	0.1282739	
0.1193004	10.65089	0.19736	
0.147881	10.90389	0.1700546	
0.09275033	11.18644	0.1477382	
0.1607469	10.31331	0.2460466	
0.1034699	11.10675	0.1532548	
0.1036026	11.68766	0.1238546	
0.07726855	11.13128	0.1514965	
0.09549652	11.82421	0.1197934	
0.0982538	10.1593	0.2727951	

Likelihood History
Iteration	Temperature	Likelihood
0	5	99.91466	
1.2	5	100.3048	
1.4	5	100.3733	
1.6	5	100.3886	
14.2	5	100.4174	
14.8	5	100.4366	
1000	5	100.4366	
1322.4	5	100.4374	
2000	4.875	100.4374	
3000	4.875	100.4374	
3174.2	4.875	100.4395	
4000	4.753125	100.4395	
5000	4.753125	100.4395	
6000	4.634297	100.4395	
7000	4.634297	100.4395	
8000	4.518439	100.4395	
8472	4.518439	100.4418	
9000	4.518439	100.4418	
10000	4.405478	100.4418	
11000	4.405478	100.4418	
12000	4.295342	100.4418	
13000	4.295342	100.4418	
14000	4.187958	100.4418	
15000	4.187958	100.4418	
16000	4.083259	100.4418	
17000	4.083259	100.4418	
18000	3.981178	100.4418	
19000	3.981178	100.4418	
20000	3.881648	100.4418	
21000	3.881648	100.4418	
22000	3.784607	100.4418	
23000	3.784607	100.4418	
24000	3.689992	100.4418	
25000	3.689992	100.4418	
26000	3.597742	100.4418	
26410.2	3.597742	100.4421	
27000	3.597742	100.4421	
28000	3.507798	100.4421	
29000	3.507798	100.4421	
30000	3.420103	100.4421	
31000	3.420103	100.4421	
32000	3.334601	100.4421	
33000	3.334601	100.4421	
34000	3.251236	100.4421	
35000	3.251236	100.4421	
36000	3.169955	100.4421	
37000	3.169955	100.4421	
38000	3.090706	100.4421	
39000	3.090706	100.4421	
40000	3.013438	100.4421	
41000	3.013438	100.4421	
42000	2.938102	100.4421	
43000	2.938102	100.4421	
44000	2.86465	100.4421	
45000	2.86465	100.4421	
46000	2.793034	100.4421	
47000	2.793034	100.4421	
48000	2.723208	100.4421	
49000	2.723208	100.4421	
50000	2.655128	100.4421	
