Note: [none]
Total # of Iterations:	1e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
-234.4209	4	477.0032	476.8419	1.000882	0.1620251	
Model:	mprecrat4
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.9473104	0.2724469	1	4.636225	0.01	1	0.99	
Pa	0.2496139	0.2	0.4271795	1.221634	0.2	1	0.8	
Pmid	99.79754	0	100	NaN	0	100	100	
Pc	238.0419	0.001	500	NaN	0.001	500	499.999	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	
log	TRUE	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	Pa	Pmid	Pc
MR	21.49459	-5.635245	-79.26838	147.3441	
Pa	-5.635245	1.492388	-20.88702	38.8248	
Pmid	-79.26838	-20.88702	-447128.4	342132.3	
Pc	147.3441	38.8248	342132.3	-71667.72	

Source data
rat	prec	predicted	
0.1177354	256.5	0.1557994	
0.1325189	325.7	0.1704688	
0.4343702	436.6	0.1902419	
0.2418193	203.2	0.1435136	
0.01669328	207.8	0.1446015	
0.1009567	181.3	0.1382758	
0.03109615	142.9	0.1289058	
0.1053782	223.7	0.1483245	
0.1208357	283	0.1616073	
0.1397098	140.1	0.1282158	
0.08104308	337.8	0.1728597	
0.04561179	104.8	0.1194732	
0.09793627	199.5	0.1426353	
0.06287278	240	0.152076	
0.1351467	303.7	0.1659834	
0.09732386	361.6	0.1773997	
0.1655779	330.5	0.1714238	
0.1609994	327.3	0.1707881	
0.1874337	348.6	0.174947	
0.0406339	144.9	0.1293983	
0.07405498	327.7	0.1708677	
0.05920739	332.5	0.1718192	
0.03349928	265.6	0.1578187	
0.09358744	358.1	0.1767458	
0.1480221	484.3	0.1972427	
0.1508633	330.9	0.171503	
0.04389473	290	0.1631035	
0.1161283	215.9	0.1465055	
0.04617053	222.2	0.1479759	
0.07283431	214.1	0.1460837	
0.03174495	274	0.1596598	
0.08635824	171.4	0.1358798	
0.08286346	395.5	0.1834829	
0.07499991	204.7	0.1438688	
0.07621066	275.8	0.1600514	
0.04650233	196.6	0.141945	
0.07267583	254.4	0.1553299	
0.1684874	202.9	0.1434425	
0.1775987	222.2	0.1479759	
0.1766173	199	0.1425164	
0.2561497	323.2	0.1699679	
0.08581704	107.3	0.1200939	
0.08165883	266.1	0.1579289	
0.1181447	171.8	0.1359769	
0.1629166	260.9	0.1567789	
0.1210237	320.7	0.1694648	
0.1912346	436.9	0.1902888	
0.1455412	203.9	0.1436794	
0.02651434	211.9	0.1455671	
0.05568562	176.2	0.1370435	
0.03503488	142.3	0.128758	
0.05777684	229.5	0.1496673	
0.02008387	296	0.1643728	
0.07143941	143.1	0.1289551	
0.06278213	331.5	0.1716217	
0.1573845	366.4	0.1782887	
0.09247242	344.7	0.1741984	
0.1796374	354.1	0.1759927	
0.1271469	327.9	0.1709076	
0.04003083	147.1	0.1299395	
0.1220973	370.9	0.1791139	
0.05457975	318.7	0.1690607	
0.09209923	298.7	0.1649399	
0.08777828	476.6	0.196173	
0.147539	561.7	0.2067619	
0.1625557	271.4	0.1590923	
0.04442081	276.6	0.1602251	
0.1986661	382	0.1811151	
0.08226787	258.1	0.1561563	
0.07064392	213.9	0.1460368	
0.03355328	313.9	0.1680848	
0.07154471	200	0.1427542	
0.09808652	448.9	0.1921332	
0.04748416	267.3	0.1581931	
0.1259869	321.5	0.1696261	
0.05763474	199.8	0.1427066	
0.1068164	359.4	0.1769893	
0.1348452	335.1	0.172331	
0.149858	348.1	0.1748513	
0.1437259	338	0.1728988	
0.04349623	141.1	0.1284623	
0.09018941	353.4	0.1758602	
0.07338176	322.3	0.1697871	
0.04840161	285.4	0.1621221	
0.1039761	446.3	0.1917384	
0.1173053	541	0.2044291	
0.1305473	292.8	0.1636974	
0.03379989	277.9	0.1605069	
0.1174534	326.3	0.1705886	
0.05003962	252.3	0.1548591	
0.09789741	218.7	0.1471602	
0.03536019	304.8	0.1662118	
0.04882452	199.1	0.1425402	
0.07868437	445.6	0.1916317	
0.04198474	252.4	0.1548816	
0.09480179	323.4	0.1700081	
0.07480113	202.2	0.1432765	
0.26936	360.2	0.1771387	
0.189034	341.6	0.1735992	
0.3093132	355.5	0.176257	
0.2482097	326.3	0.1705886	
0.04001177	147.8	0.1301116	
0.1178683	362.9	0.1776414	
0.0556492	322	0.1697267	
0.1127203	335.5	0.1724095	
0.1548122	532	0.2033676	
0.2486419	666.6	0.2164512	
0.3110653	305.6	0.1663777	
0.0837598	334.9	0.1722917	
0.228604	425	0.1884029	
0.1205257	333.6	0.172036	
0.1291197	260.8	0.1567567	
0.06625869	382.1	0.1811329	
0.09849051	207.7	0.1445779	
0.5828131	368.2	0.1786197	
0.3738774	349.9	0.1751952	
0.5811849	390.2	0.182562	
0.5059657	373.1	0.1795144	
0.07626182	163	0.1338351	
0.2310098	373.2	0.1795326	
0.1078383	333.4	0.1719966	
0.1626592	376.8	0.1801837	
0.29091	612.7	0.2118945	
0.4185128	799.9	0.224601	
0.478777	353.3	0.1758413	
0.2128957	371.2	0.1791686	
0.4040281	454	0.1928997	
0.197504	385.2	0.1816829	
0.2710632	295.9	0.1643517	
0.1525367	444.8	0.1915095	
0.1960562	231.9	0.1502205	
0.3262517	506.9	0.200251	
0.138568	279.3	0.1608098	
0.2202332	318.8	0.1690809	
0.1085746	359	0.1769144	
0.1229677	336.2	0.1725467	
0.1445175	350.7	0.1753476	
0.127417	340.7	0.1734246	
0.04128587	143.3	0.1290044	
0.09253699	355.1	0.1761815	
0.09946053	322.9	0.1699077	
0.0596355	297.7	0.1647301	
0.1932361	458.8	0.1936117	
0.2550653	572.6	0.2079308	
0.237985	302.1	0.1656505	
0.07283805	288.3	0.1627416	
0.1092085	335.8	0.1724683	
0.06899374	270.5	0.1588954	
0.09069465	228.8	0.1495057	
0.04204381	323.4	0.1700081	
0.1004605	201.1	0.1430155	
0.0970911	452.6	0.1926903	
0.06027039	256.5	0.1557995	
0.1406959	322.7	0.1698675	
0.1143764	203.9	0.1436794	
0.07969127	358.8	0.176877	
0.0690587	335.6	0.1724291	
0.09859162	351.5	0.1754998	
0.06142529	346.2	0.174487	
0.01988913	144.3	0.1292506	
0.0460038	355.8	0.1763135	
0.03301357	320.7	0.1694648	
0.02011435	299.2	0.1650446	
0.09045893	459.5	0.1937148	
0.1403275	584.4	0.2091513	
0.1341438	311.1	0.1675116	
0.02887239	293.3	0.1638031	
0.04479617	332.7	0.1718587	
0.02434118	276.5	0.1602034	
0.05118988	233.4	0.1505654	
0.02165737	330.6	0.1714436	
0.06356096	202	0.1432291	
0.3170893	360.9	0.1772693	
0.2377955	337.3	0.172762	
0.3464311	358	0.1767271	
0.2816574	361.3	0.1773439	
0.09565752	148.7	0.1303328	
0.1990407	358.1	0.1767458	
0.1211196	322	0.1697267	
0.1466144	306.6	0.1665846	
0.2626483	479.1	0.1965229	
0.3644781	622.5	0.2127862	
0.283016	331.7	0.1716612	
0.1164069	303.2	0.1658795	
0.2163242	331.8	0.171681	
0.1126222	289.8	0.163061	
0.2184333	243.3	0.1528269	
0.1012387	347.1	0.1746597	
0.1816787	204.2	0.1437505	
0.1813105	458.2	0.1935232	
0.1076421	255.8	0.1556431	
0.2435312	319.6	0.1692427	
0.1752625	557	0.2062454	
0.121445	632.8	0.2136922	
0.1414086	762	0.2226733	
0.1390418	567.7	0.2074103	
0.08112583	306.9	0.1666467	
0.08830946	503.6	0.1998238	
0.07755052	428.3	0.1889316	
0.1060988	722.2	0.2203351	
0.1035995	889.2	0.2281813	
0.1193004	1430.6	0.2355824	
0.147881	608.7	0.2115221	
0.09275033	551.8	0.2056649	
0.1607469	582.8	0.2089885	
0.1034699	481.1	0.196801	
0.1036026	365.4	0.1781042	
0.07726855	584.3	0.2091411	
0.09549652	366.2	0.1782518	
0.0982538	1019.7	0.2316041	

Likelihood History
Iteration	Temperature	Likelihood
0	5	-234.8627	
8	5	-234.7967	
9.25	5	-234.5217	
19.5	5	-234.5129	
25	5	-234.4244	
25.75	5	-234.4244	
37	5	-234.4226	
1000	5	-234.4226	
2000	4.875	-234.4226	
3000	4.875	-234.4226	
4000	4.753125	-234.4226	
5000	4.753125	-234.4226	
6000	4.634297	-234.4226	
7000	4.634297	-234.4226	
8000	4.518439	-234.4226	
9000	4.518439	-234.4226	
10000	4.405478	-234.4226	
11000	4.405478	-234.4226	
11961.75	4.405478	-234.4222	
12000	4.295342	-234.4222	
13000	4.295342	-234.4222	
14000	4.187958	-234.4222	
15000	4.187958	-234.4222	
16000	4.083259	-234.4222	
17000	4.083259	-234.4222	
18000	3.981178	-234.4222	
19000	3.981178	-234.4222	
20000	3.881648	-234.4222	
21000	3.881648	-234.4222	
22000	3.784607	-234.4222	
22734.75	3.784607	-234.4221	
22735.5	3.784607	-234.4212	
23000	3.784607	-234.4212	
24000	3.689992	-234.4212	
25000	3.689992	-234.4212	
26000	3.597742	-234.4212	
27000	3.597742	-234.4212	
28000	3.507798	-234.4212	
28352.5	3.507798	-234.4209	
29000	3.507798	-234.4209	
30000	3.420103	-234.4209	
31000	3.420103	-234.4209	
32000	3.334601	-234.4209	
33000	3.334601	-234.4209	
34000	3.251236	-234.4209	
35000	3.251236	-234.4209	
36000	3.169955	-234.4209	
37000	3.169955	-234.4209	
38000	3.090706	-234.4209	
39000	3.090706	-234.4209	
40000	3.013438	-234.4209	
41000	3.013438	-234.4209	
42000	2.938102	-234.4209	
43000	2.938102	-234.4209	
44000	2.86465	-234.4209	
45000	2.86465	-234.4209	
46000	2.793034	-234.4209	
47000	2.793034	-234.4209	
48000	2.723208	-234.4209	
49000	2.723208	-234.4209	
50000	2.655128	-234.4209	
51000	2.655128	-234.4209	
52000	2.588749	-234.4209	
53000	2.588749	-234.4209	
54000	2.524031	-234.4209	
55000	2.524031	-234.4209	
56000	2.46093	-234.4209	
57000	2.46093	-234.4209	
58000	2.399407	-234.4209	
59000	2.399407	-234.4209	
60000	2.339421	-234.4209	
61000	2.339421	-234.4209	
62000	2.280936	-234.4209	
63000	2.280936	-234.4209	
64000	2.223913	-234.4209	
65000	2.223913	-234.4209	
66000	2.168315	-234.4209	
67000	2.168315	-234.4209	
68000	2.114107	-234.4209	
69000	2.114107	-234.4209	
70000	2.061254	-234.4209	
71000	2.061254	-234.4209	
72000	2.009723	-234.4209	
73000	2.009723	-234.4209	
74000	1.95948	-234.4209	
75000	1.95948	-234.4209	
76000	1.910493	-234.4209	
77000	1.910493	-234.4209	
78000	1.86273	-234.4209	
79000	1.86273	-234.4209	
80000	1.816162	-234.4209	
81000	1.816162	-234.4209	
82000	1.770758	-234.4209	
83000	1.770758	-234.4209	
84000	1.726489	-234.4209	
85000	1.726489	-234.4209	
86000	1.683327	-234.4209	
87000	1.683327	-234.4209	
88000	1.641244	-234.4209	
89000	1.641244	-234.4209	
90000	1.600213	-234.4209	
91000	1.600213	-234.4209	
92000	1.560207	-234.4209	
93000	1.560207	-234.4209	
94000	1.521202	-234.4209	
95000	1.521202	-234.4209	
96000	1.483172	-234.4209	
97000	1.483172	-234.4209	
98000	1.446093	-234.4209	
99000	1.446093	-234.4209	
1e+05	1.409941	-234.4209	
