Note: [none]
Total # of Iterations:	1e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
100.4436	4	-192.7259	-192.8872	0.9863713	0.4600062	
Model:	mtrat6
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.5854267	0	1	1.096838	0	1	1	
b	0.1822543	0	0.2	0.5045905	0	0.2	0.2	
k	-1.720638	-2	0.01786749	5.593006	-2	2	4	
t0	9.907911	0	11.72449	3.447474	0	20	20	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	b	k	t0
MR	1.203053	-0.4585506	4.165792	-3.446327	
b	-0.4585506	0.2546116	-2.289718	1.204904	
k	4.165792	-2.289718	31.28172	-13.25703	
t0	-3.446327	1.204904	-13.25703	11.88508	

Source data
rat	tmed	predicted	
0.3161728	14.6502	0.1068334	
0.1251806	14.48524	0.1068783	
0.08662605	15.12706	0.1067568	
0.1073976	14.68435	0.1068256	
0.1177354	14.63184	0.1068378	
0.1325189	15.36337	0.1067367	
0.4343702	14.5268	0.1068657	
0.2418193	15.04664	0.1067657	
0.01669328	15.13608	0.1067558	
0.1009567	14.43493	0.1068947	
0.03109615	15.50237	0.1067281	
0.1053782	15.65799	0.1067207	
0.1208357	15.34972	0.1067376	
0.1397098	15.58787	0.1067238	
0.08104308	14.57152	0.1068532	
0.04561179	15.32993	0.106739	
0.09793627	15.80108	0.1067154	
0.06287278	15.51106	0.1067276	
0.1351467	16.53306	0.1067019	
0.09732386	13.31781	0.1080479	
0.1655779	13.11083	0.1086237	
0.1609994	12.85564	0.1096795	
0.1874337	12.68337	0.1107001	
0.0406339	12.70888	0.1105295	
0.07405498	12.9846	0.1090888	
0.05920739	12.51785	0.1120046	
0.03349928	12.51045	0.1120719	
0.09358744	13.48725	0.1077069	
0.1480221	12.65853	0.1108733	
0.1508633	12.93468	0.1093022	
0.04389473	12.90525	0.1094368	
0.1161283	12.39118	0.1132795	
0.04617053	13.19346	0.1083692	
0.07283431	13.34513	0.107986	
0.03174495	13.01616	0.108963	
0.08635824	13.70839	0.1073876	
0.08286346	12.15359	0.1165356	
0.07499991	13.21725	0.1083023	
0.07621066	13.56741	0.1075769	
0.04650233	13.33447	0.1080098	
0.07267583	14.66723	0.1068294	
0.1684874	14.31136	0.1069416	
0.1775987	14.03289	0.1070922	
0.1766173	13.75783	0.1073313	
0.2561497	13.44531	0.1077823	
0.08581704	13.29281	0.1081071	
0.08165883	13.85621	0.1072325	
0.1181447	13.40368	0.1078627	
0.1629166	13.29086	0.1081118	
0.1210237	14.15875	0.1070152	
0.1912346	13.24589	0.1082253	
0.1455412	13.70181	0.1073954	
0.02651434	13.9476	0.1071546	
0.05568562	13.13108	0.1085579	
0.03503488	14.17628	0.1070057	
0.05777684	14.40997	0.1069034	
0.02008387	14.03355	0.1070917	
0.07143941	14.3783	0.106915	
0.06278213	13.19144	0.1083749	
0.1573845	13.22271	0.1082873	
0.09247242	13.00417	0.10901	
0.1796374	12.71884	0.1104649	
0.1271469	12.64827	0.1109471	
0.04003083	12.66909	0.1107988	
0.1220973	12.90435	0.109441	
0.05457975	12.35925	0.1136458	
0.09209923	12.24473	0.1151328	
0.08777828	13.21941	0.1082964	
0.147539	12.50525	0.1121196	
0.1625557	12.83743	0.1097738	
0.04442081	13.05593	0.1088138	
0.1986661	12.1365	0.116823	
0.08226787	13.12328	0.108583	
0.07064392	13.41941	0.1078317	
0.03355328	13.12578	0.1085749	
0.07154471	13.75114	0.1073386	
0.09808652	12.33429	0.1139462	
0.04748416	13.37264	0.1079265	
0.1259869	13.44884	0.1077757	
0.05763474	13.45395	0.1077663	
0.1068164	12.74955	0.1102724	
0.1348452	12.55089	0.1117144	
0.149858	12.19674	0.1158451	
0.1437259	12.10822	0.1173168	
0.04349623	12.14503	0.1166786	
0.09018941	12.34522	0.1138131	
0.07338176	11.82288	0.1238083	
0.04840161	11.73981	0.1263299	
0.1039761	12.75106	0.1102632	
0.1173053	11.96879	0.1201157	
0.1305473	12.25463	0.1149928	
0.03379989	12.49898	0.1121777	
0.1174534	11.61853	0.1306576	
0.05003962	12.56447	0.1115996	
0.09789741	12.8414	0.109753	
0.03536019	12.54195	0.1117913	
0.04882452	13.19164	0.1083744	
0.07868437	11.68466	0.1281965	
0.04198474	12.74521	0.110299	
0.09480179	12.92051	0.1093662	
0.07480113	12.89171	0.109501	
0.26936	12.25136	0.1150387	
0.189034	12.06719	0.1180753	
0.3093132	11.65683	0.1292014	
0.2482097	11.55707	0.1331825	
0.04001177	11.61297	0.1308762	
0.1178683	11.78407	0.1249449	
0.0556492	11.27962	0.1479902	
0.1127203	11.05442	0.1651481	
0.1548122	12.19787	0.1158276	
0.2486419	11.4048	0.1405547	
0.3110653	11.72189	0.1269185	
0.0837598	11.98467	0.1197639	
0.228604	11.00224	0.1699136	
0.1205257	11.95345	0.1204643	
0.1291197	12.41273	0.113043	
0.06625869	11.93446	0.120908	
0.09849051	12.7014	0.1105788	
0.5828131	11.36156	0.1429719	
0.3738774	11.2134	0.1524972	
0.5811849	10.68792	0.2058717	
0.5059657	10.54402	0.2267471	
0.07626182	10.63039	0.2138813	
0.2310098	10.73044	0.2002426	
0.1078383	10.28368	0.2712672	
0.1626592	9.905245	0.3466106	
0.29091	11.18799	0.1543402	
0.4185128	10.32817	0.2631015	
0.478777	10.55143	0.2256042	
0.2128957	10.89882	0.1803323	
0.4040281	9.824873	0.3631325	
0.197504	10.75392	0.1972388	
0.2710632	11.31034	0.1460392	
0.1525367	10.71864	0.2017795	
0.1960562	11.61003	0.1309929	
0.3262517	10.01994	0.3230628	
0.138568	11.08017	0.1629121	
0.2202332	11.42356	0.1395532	
0.1085746	12.07944	0.1178434	
0.1229677	11.90305	0.1216725	
0.1445175	11.48727	0.1363532	
0.127417	11.36707	0.1426552	
0.04128587	11.44162	0.1386148	
0.09253699	11.5831	0.1320841	
0.09946053	11.09165	0.1619391	
0.0596355	10.91769	0.1783315	
0.1932361	12.02929	0.1188226	
0.2550653	11.21354	0.1524872	
0.237985	11.43551	0.1389296	
0.07283805	11.72606	0.12678	
0.1092085	10.77581	0.1945052	
0.06899374	11.70423	0.1275153	
0.09069465	12.07968	0.1178389	
0.04204381	11.67049	0.1287025	
0.1004605	12.4234	0.112929	
0.0970911	10.83334	0.1876284	
0.06027039	11.95002	0.1205434	
0.1406959	12.1936	0.1158937	
0.1143764	12.11509	0.1171948	
0.07969127	11.77294	0.1252843	
0.0690587	11.61888	0.1306441	
0.09859162	11.17159	0.1555651	
0.06142529	11.03588	0.1668046	
0.01988913	11.13217	0.1586226	
0.0460038	11.23782	0.1507863	
0.03301357	10.76736	0.1955525	
0.02011435	10.55713	0.2247303	
0.09045893	11.71132	0.1272737	
0.1403275	10.87116	0.1833462	
0.1341438	11.06629	0.1641076	
0.02887239	11.36616	0.1427071	
0.04479617	10.40011	0.2503558	
0.02434118	11.3142	0.1458003	
0.05118988	11.72756	0.1267304	
0.02165737	11.268	0.1487512	
0.06356096	12.07103	0.1180021	
0.3170893	11.36243	0.1429218	
0.2377955	11.21471	0.1524037	
0.3464311	10.70226	0.2039454	
0.2816574	10.55819	0.2245679	
0.09565752	10.65748	0.2100534	
0.1990407	10.74932	0.1978211	
0.1211196	10.27977	0.271995	
0.1466144	10.04482	0.3179972	
0.2626483	11.26267	0.1491044	
0.3644781	10.39393	0.2514274	
0.283016	10.56176	0.2240221	
0.1164069	10.91	0.1791409	
0.2163242	9.910485	0.3455314	
0.1126222	10.81058	0.1902965	
0.2184333	11.25379	0.1496985	
0.1012387	10.75417	0.197207	
0.1816787	11.60485	0.131199	
0.1813105	9.91548	0.3445029	
0.1076421	11.08597	0.1624184	
0.2435312	11.4141	0.1400545	
0.1752625	11.99493	0.1195413	
0.121445	11.90282	0.1216782	
0.1414086	11.21308	0.15252	
0.1390418	10.82874	0.1881629	
0.08112583	10.92854	0.1772016	
0.08830946	11.12806	0.1589508	
0.07755052	10.84717	0.1860416	
0.1060988	10.35224	0.258771	
0.1035995	11.56453	0.1328633	
0.1193004	10.65089	0.2109744	
0.147881	10.90389	0.1797895	
0.09275033	11.18644	0.1544549	
0.1607469	10.31331	0.2658062	
0.1034699	11.10675	0.1606819	
0.1036026	11.68766	0.1280908	
0.07726855	11.13128	0.1586937	
0.09549652	11.82421	0.1237707	
0.0982538	10.1593	0.2950854	

Likelihood History
Iteration	Temperature	Likelihood
0	5	100.3408	
56.5	5	100.3465	
320.5	5	100.3698	
326.75	5	100.3718	
327.25	5	100.3721	
328	5	100.4151	
437	5	100.4214	
1000	5	100.4214	
2000	4.875	100.4214	
2665	4.875	100.4276	
2665.25	4.875	100.429	
3000	4.875	100.429	
3372.5	4.875	100.4322	
3514.25	4.875	100.435	
3514.5	4.875	100.4364	
4000	4.753125	100.4364	
5000	4.753125	100.4364	
6000	4.634297	100.4364	
6307.25	4.634297	100.4435	
7000	4.634297	100.4435	
8000	4.518439	100.4435	
9000	4.518439	100.4435	
10000	4.405478	100.4435	
11000	4.405478	100.4435	
12000	4.295342	100.4435	
12154.25	4.295342	100.4436	
13000	4.295342	100.4436	
14000	4.187958	100.4436	
15000	4.187958	100.4436	
16000	4.083259	100.4436	
17000	4.083259	100.4436	
18000	3.981178	100.4436	
19000	3.981178	100.4436	
20000	3.881648	100.4436	
21000	3.881648	100.4436	
22000	3.784607	100.4436	
23000	3.784607	100.4436	
24000	3.689992	100.4436	
25000	3.689992	100.4436	
26000	3.597742	100.4436	
27000	3.597742	100.4436	
28000	3.507798	100.4436	
29000	3.507798	100.4436	
30000	3.420103	100.4436	
31000	3.420103	100.4436	
32000	3.334601	100.4436	
33000	3.334601	100.4436	
34000	3.251236	100.4436	
35000	3.251236	100.4436	
36000	3.169955	100.4436	
37000	3.169955	100.4436	
38000	3.090706	100.4436	
39000	3.090706	100.4436	
40000	3.013438	100.4436	
41000	3.013438	100.4436	
42000	2.938102	100.4436	
43000	2.938102	100.4436	
44000	2.86465	100.4436	
45000	2.86465	100.4436	
46000	2.793034	100.4436	
47000	2.793034	100.4436	
48000	2.723208	100.4436	
49000	2.723208	100.4436	
50000	2.655128	100.4436	
51000	2.655128	100.4436	
52000	2.588749	100.4436	
53000	2.588749	100.4436	
54000	2.524031	100.4436	
55000	2.524031	100.4436	
56000	2.46093	100.4436	
57000	2.46093	100.4436	
58000	2.399407	100.4436	
59000	2.399407	100.4436	
60000	2.339421	100.4436	
61000	2.339421	100.4436	
62000	2.280936	100.4436	
63000	2.280936	100.4436	
64000	2.223913	100.4436	
65000	2.223913	100.4436	
66000	2.168315	100.4436	
67000	2.168315	100.4436	
68000	2.114107	100.4436	
69000	2.114107	100.4436	
70000	2.061254	100.4436	
71000	2.061254	100.4436	
72000	2.009723	100.4436	
73000	2.009723	100.4436	
74000	1.95948	100.4436	
75000	1.95948	100.4436	
76000	1.910493	100.4436	
77000	1.910493	100.4436	
78000	1.86273	100.4436	
79000	1.86273	100.4436	
80000	1.816162	100.4436	
81000	1.816162	100.4436	
82000	1.770758	100.4436	
83000	1.770758	100.4436	
84000	1.726489	100.4436	
85000	1.726489	100.4436	
86000	1.683327	100.4436	
87000	1.683327	100.4436	
88000	1.641244	100.4436	
89000	1.641244	100.4436	
90000	1.600213	100.4436	
91000	1.600213	100.4436	
92000	1.560207	100.4436	
93000	1.560207	100.4436	
94000	1.521202	100.4436	
95000	1.521202	100.4436	
96000	1.483172	100.4436	
97000	1.483172	100.4436	
98000	1.446093	100.4436	
99000	1.446093	100.4436	
1e+05	1.409941	100.4436	
